Date,Close
1/1/2019,139.55
1/2/2019,141.57
1/3/2019,140.41
1/4/2019,139.69
1/5/2019,137.41
1/6/2019,138.43
1/7/2019,136.37
1/8/2019,137.24
1/9/2019,139.94
1/10/2019,140.73
1/11/2019,144.19
1/12/2019,142.83
1/13/2019,144.61
1/14/2019,143.37
1/15/2019,143.72
1/16/2019,144.55
1/17/2019,144.46
1/18/2019,144.06
1/19/2019,144.26
1/20/2019,145.96
1/21/2019,146.11
1/22/2019,147.07
1/23/2019,147.31
1/24/2019,148.06
1/25/2019,149.97
1/26/2019,150.34
1/27/2019,150.39
1/28/2019,149.62
1/29/2019,149.48
1/30/2019,149.59
1/31/2019,151.23
2/1/2019,152.03
2/2/2019,152.32
2/3/2019,151.38
2/4/2019,149.55
2/5/2019,149.31
2/6/2019,149.85
2/7/2019,149.93
2/8/2019,151.75
2/9/2019,151.75
2/10/2019,151.13
2/11/2019,151.7
2/12/2019,153.24
2/13/2019,154.53
2/14/2019,155.53
2/15/2019,154.69
2/16/2019,154.37
2/17/2019,155.71
2/18/2019,157.41
2/19/2019,157.41
2/20/2019,157.38
2/21/2019,158.67
2/22/2019,158.96
2/23/2019,157.59
2/24/2019,157.7
2/25/2019,160.62
2/26/2019,158.62
2/27/2019,159.03
2/28/2019,157.58
3/1/2019,160.09
3/2/2019,162.09
3/3/2019,161.34
3/4/2019,163.28
3/5/2019,162.13
3/6/2019,163.18
3/7/2019,166.17
3/8/2019,167.1
3/9/2019,166.5
3/10/2019,165.7
3/11/2019,166.72
3/12/2019,165.04
3/13/2019,162.28
3/14/2019,165.46
3/15/2019,168.04
3/16/2019,172.78
3/17/2019,170.23
3/18/2019,174.38
3/19/2019,180.12
3/20/2019,179.9
3/21/2019,183.63
3/22/2019,183.89
3/23/2019,188.7
3/24/2019,184.44
3/25/2019,184.71
3/26/2019,183.71
3/27/2019,185.35
3/28/2019,187.23
3/29/2019,187.28
3/30/2019,184.42
3/31/2019,178.59
4/1/2019,170.89
4/2/2019,168.07
4/3/2019,170.17
4/4/2019,158.18
4/5/2019,162.01
4/6/2019,172.79
4/7/2019,164.51
4/8/2019,170.55
4/9/2019,166.27
4/10/2019,161.57
4/11/2019,150.62
4/12/2019,160.92
4/13/2019,153.63
4/14/2019,139.06
4/15/2019,158.83
4/16/2019,135.42
4/17/2019,146.57
4/18/2019,140.4
4/19/2019,142.71
4/20/2019,137.35
4/21/2019,135.98
4/22/2019,148.34
4/23/2019,146.92
4/24/2019,156.11
4/25/2019,149.7
4/26/2019,160.23
4/27/2019,157.71
4/28/2019,152.11
4/29/2019,155.26
4/30/2019,153.83
5/1/2019,165.27
5/2/2019,163.49
5/3/2019,165.13
5/4/2019,165.14
5/5/2019,165.51
5/6/2019,173.7
5/7/2019,171.88
5/8/2019,177.04
5/9/2019,178.6
5/10/2019,175.06
5/11/2019,167.82
5/12/2019,173.52
5/13/2019,171.42
5/14/2019,174.55
5/15/2019,174.05
5/16/2019,169.81
5/17/2019,177.43
5/18/2019,179.21
5/19/2019,174.57
5/20/2019,178.84
5/21/2019,180.76
5/22/2019,182.54
5/23/2019,183.6
5/24/2019,184.68
5/25/2019,186.74
5/26/2019,182.51
5/27/2019,179.75
5/28/2019,180.53
5/29/2019,183.16
5/30/2019,184.91
5/31/2019,183.63
6/1/2019,185.66
6/2/2019,183.43
6/3/2019,183.51
6/4/2019,181.57
6/5/2019,181.81
6/6/2019,181.4
6/7/2019,183.25
6/8/2019,182.83
6/9/2019,184.91
6/10/2019,185.36
6/11/2019,182.92
6/12/2019,187.2
6/13/2019,188.36
6/14/2019,189.8
6/15/2019,196.84
6/16/2019,186.27
6/17/2019,187.74
6/18/2019,187.74
6/19/2019,193.57
6/20/2019,194.24
6/21/2019,196.32
6/22/2019,195.15
6/23/2019,200.57
6/24/2019,201.91
6/25/2019,197.84
6/26/2019,200.34
6/27/2019,196.33
6/28/2019,198.44
6/29/2019,203.51
6/30/2019,204.7
7/1/2019,206.26
7/2/2019,210.7
7/3/2019,208.25
7/4/2019,212.83
7/5/2019,214.32
7/6/2019,213.67
7/7/2019,207.07
7/8/2019,208.35
7/9/2019,208.04
7/10/2019,203.92
7/11/2019,202.88
7/12/2019,211.6
7/13/2019,208.75
7/14/2019,211.75
7/15/2019,202.54
7/16/2019,201.3
7/17/2019,203.85
7/18/2019,202.02
7/19/2019,204.06
7/20/2019,203.9
7/21/2019,205.01
7/22/2019,216.54
7/23/2019,213.29
7/24/2019,212.94
7/25/2019,216.35
7/26/2019,212.48
7/27/2019,208.25
7/28/2019,203.38
7/29/2019,209.19
7/30/2019,208.7
7/31/2019,208.9
8/1/2019,210.28
8/2/2019,211.49
8/3/2019,209.7
8/4/2019,214.58
8/5/2019,213.02
8/6/2019,213.69
8/7/2019,216.47
8/8/2019,221.15
8/9/2019,226.58
8/10/2019,228.91
8/11/2019,225.53
8/12/2019,227.27
8/13/2019,231.65
8/14/2019,217.3
8/15/2019,214.25
